id,chartmetric_artist_id,artist_name,country,genres,label,spotify_id,youtube_id,status,notes,metadata_json,created_at,updated_at
7683a2ad-1f10-4a6a-85fc-d7c8feff3585,56982,Flavour,NG,,,,,verified,,"{""sp_followers"": 1128459, ""sp_monthly_listeners"": 1433477, ""cm_score"": 85.91365463678822}",2026-04-03 23:15:28.239750,2026-04-03 23:15:28.239754
653648a6-8ea5-4ae4-95a7-976b500ae4e4,372062,Flavour N'abania,NG,,,,,verified,,{},2026-04-04 02:08:12.984097,2026-04-04 02:08:12.984100
0b6e29ac-02f4-4634-8f4f-ff2ab024237c,268217,HarrySong,NG,,,,,verified,,{},2026-04-04 02:08:12.983347,2026-04-04 02:08:12.983350
3ba73395-ed97-4b0d-8ca5-fbe6b80c6d72,4107,Ice Prince,NG,,,,,verified,,"{""sp_followers"": 530384, ""sp_monthly_listeners"": 924879, ""cm_score"": 78.20305367534648}",2026-04-03 23:15:28.251029,2026-04-03 23:15:28.251033
a7297d70-96f8-4156-a510-80a674be6ab3,43445,Illbliss,NG,,,,,verified,,{},2026-04-04 02:08:12.983448,2026-04-04 02:08:12.983450
021f7d70-e54e-4aa4-b0c0-98d171a5a8e8,211380,Iyanya,NG,,,,,verified,,{},2026-04-04 02:08:12.982294,2026-04-04 02:08:12.982297
ce6d9337-0ae3-4369-8e36-be78e119e5bf,194174,Jesse Jagz,NG,,,,,verified,,"{""sp_followers"": 93001, ""sp_monthly_listeners"": 69997, ""cm_score"": 52.64751217947392}",2026-04-03 23:15:28.251278,2026-04-03 23:15:28.251281
b92756a3-0628-4563-9a8d-ba667b56d8a8,1141538,Joeboy,NG,,,,,verified,,"{""sp_followers"": 3688495, ""sp_monthly_listeners"": 3652073, ""cm_score"": 88.17388942683844}",2026-04-03 23:15:28.241618,2026-04-03 23:15:28.241622
0e5a60fd-9329-48ae-b4d3-80c980c7507d,521793,Johnny Drille,NG,,,,,verified,,"{""sp_followers"": 908677, ""sp_monthly_listeners"": 796219, ""cm_score"": 78.9396411996086}",2026-04-03 23:15:28.253570,2026-04-03 23:15:28.253574
10a7f33f-1691-4120-86cd-347a420c49aa,8358898,Khaid,NG,,,,,verified,,{},2026-04-04 02:08:12.982015,2026-04-04 02:08:12.982018
84d58c59-16c2-4ab0-97ad-2e64324d2da1,47108,King Sunny Ade,NG,,,,,verified,,"{""sp_followers"": 137287, ""sp_monthly_listeners"": 145788, ""cm_score"": 58.68190539509926}",2026-04-03 23:15:28.249996,2026-04-03 23:15:28.250000
fd256b9c-d794-44ad-af8e-6e60d9364c3e,1033822,Kizz Daniel,NG,,,,,verified,,"{""sp_followers"": 5492054, ""sp_monthly_listeners"": 4199706, ""cm_score"": 89.23497258180136}",2026-04-03 23:15:28.243409,2026-04-03 23:15:28.243413
0ed3759a-e9d8-4f08-a20f-6ad77c3803dc,161462,Korede Bello,NG,,,,,verified,,{},2026-04-04 02:08:12.982330,2026-04-04 02:08:12.982333
ee5f1a4c-5aeb-4fb7-bd77-eade5fe71d65,747150,LADIPOE,NG,,,,,verified,,"{""sp_followers"": 1159821, ""sp_monthly_listeners"": 1211928, ""cm_score"": 78.23686539324385}",2026-04-03 23:15:28.252029,2026-04-03 23:15:28.252033
4434f35b-7497-42a5-aa76-eb46b37f0353,629778,Lady Donli,NG,,,,,verified,,{},2026-04-04 02:08:12.983996,2026-04-04 02:08:12.983999
c9646f5c-ca52-4407-bcba-c59dcee4b568,112315,Lagbaja,NG,,,,,verified,,"{""sp_followers"": 34709, ""sp_monthly_listeners"": 12903, ""cm_score"": 53.38625098936029}",2026-04-03 23:15:28.250500,2026-04-03 23:15:28.250503
34448271-492f-421d-af99-cbb38cb1dcf9,3976019,Libianca,NG,,,,,verified,,{},2026-04-04 02:08:12.983483,2026-04-04 02:08:12.983486
4f24e961-0d74-4d06-8eec-e152515884d1,5380,Lil Kesh,NG,,,,,verified,,"{""sp_followers"": 939218, ""sp_monthly_listeners"": 974617, ""cm_score"": 78.3982021512842}",2026-04-03 23:15:28.246465,2026-04-03 23:15:28.246469
e8185df6-5b6d-4705-91ea-e46cf94811c1,1407482,Lojay,NG,,,,,verified,,"{""sp_followers"": 1003972, ""sp_monthly_listeners"": 3693701, ""cm_score"": 87.50598343101518}",2026-04-03 23:15:28.253061,2026-04-03 23:15:28.253065
d207d848-f224-4df0-a49d-dea45c9d6393,883219,Lyta,NG,,,,,verified,,{},2026-04-04 02:08:12.983275,2026-04-04 02:08:12.983277
d2e0de0c-962e-4bb2-9e9d-4e231b53611b,57275,M.I. Abaga,NG,,,,,verified,,{},2026-04-04 02:08:12.983313,2026-04-04 02:08:12.983316
f1618cb8-206a-40af-9507-da8f9cb8f9ee,3385702,Magixx,NG,,,,,verified,,"{""sp_followers"": 928764, ""sp_monthly_listeners"": 1346370, ""cm_score"": 83.89313499495364}",2026-04-03 23:15:28.254075,2026-04-03 23:15:28.254079
d98be9da-89a4-4e24-9997-9bb52042e052,5370,Maleek Berry,NG,,,,,verified,,{},2026-04-04 02:08:12.982252,2026-04-04 02:08:12.982255
d9f1fcf9-ec16-4d6c-a8a0-b699cb95f3db,260858,Mannywellz,NG,,,,,verified,,{},2026-04-04 02:08:12.982541,2026-04-04 02:08:12.982544
f78808d8-33d8-404a-b7ab-c5d6bbf52df9,261082,Mayorkun,NG,,,,,verified,,"{""sp_followers"": 2071829, ""sp_monthly_listeners"": 1349667, ""cm_score"": 82.30059189485426}",2026-04-03 23:15:28.246214,2026-04-03 23:15:28.246217
55c61cc1-bfce-4185-a6c0-711304f39f4f,1572633,Mohbad,NG,,,,,verified,,"{""sp_followers"": 2294979, ""sp_monthly_listeners"": 1482032, ""cm_score"": 86.7860425258413}",2026-04-03 23:15:28.255083,2026-04-03 23:15:28.255086
1c3414a2-fe0c-4f5a-97c1-6487c22dee84,211382,Mr Eazi,NG,,,,,verified,,"{""sp_followers"": 1619375, ""sp_monthly_listeners"": 5323150, ""cm_score"": 88.70450882257845}",2026-04-03 23:15:28.240834,2026-04-03 23:15:28.240838
a6a19d03-d7fe-4575-ae4b-e871be8d89c7,818502,Mr Real,NG,,,,,verified,,{},2026-04-04 02:08:12.983621,2026-04-04 02:08:12.983624
ef427f9b-8b4c-4147-abb4-4c01e92e8318,429240,Naeto C,NG,,,,,verified,,{},2026-04-04 02:08:12.983755,2026-04-04 02:08:12.983758
16866b23-5a22-42c0-93f9-00027493e91c,427024,Naira Marley,NG,,,,,verified,,"{""sp_followers"": 1624263, ""sp_monthly_listeners"": 1662858, ""cm_score"": 88.54224672014747}",2026-04-03 23:15:28.245963,2026-04-03 23:15:28.245967
05428a28-3711-4d94-b4a8-aab88dc88984,409530,Niniola,NG,,,,,verified,,"{""sp_followers"": 397501, ""sp_monthly_listeners"": 212215, ""cm_score"": 71.94754483763141}",2026-04-03 23:15:28.252546,2026-04-03 23:15:28.252549
123d7974-2a0c-4952-a220-24903f73f1c3,485812,Nonso Amadi,NG,,,,,verified,,{},2026-04-04 02:08:12.983063,2026-04-04 02:08:12.983066
92d7a895-1b06-4a7c-b1eb-98b23d60a055,3606151,ODUMODUBLVCK,NG,,,,,verified,,{},2026-04-04 02:08:12.981955,2026-04-04 02:08:12.981959
15822a53-6092-4a36-ab78-830d93cebf8d,1439568,Odunsi,NG,,,,,verified,,{},2026-04-04 02:08:12.983553,2026-04-04 02:08:12.983556
e22db77d-f145-4251-bf9b-20281f7f63e4,11587,Odunsi (The Engine),NG,,,,,verified,,{},2026-04-04 02:08:12.983414,2026-04-04 02:08:12.983417
404b2e60-d28e-4604-92e7-3565a224e33c,1103816,Olakira,NG,,,,,verified,,{},2026-04-04 02:08:12.982652,2026-04-04 02:08:12.982655
864ef2b2-38da-4260-857c-f21af884d975,5061,Olamide,NG,,,,,verified,,"{""sp_followers"": 4887444, ""sp_monthly_listeners"": 4321377, ""cm_score"": 89.89631585113186}",2026-04-03 23:15:28.239453,2026-04-03 23:15:28.239457
80618c80-8dc1-46fc-abdb-cf144aa1ac2a,29054,Olu Maintain,NG,,,,,verified,,{},2026-04-04 02:08:12.984169,2026-04-04 02:08:12.984172
c014b6a6-de21-44ba-a1ad-43228e8c7e6d,3578130,Omah Lay,NG,,,,,verified,,"{""sp_followers"": 6603223, ""sp_monthly_listeners"": 11298060, ""cm_score"": 91.44427686353131}",2026-04-03 23:15:28.242136,2026-04-03 23:15:28.242139
6ccb407f-27c5-46ca-a36a-7ee27c89f2da,3803802,Oritsefemi,NG,,,,,verified,,{},2026-04-04 02:08:12.984064,2026-04-04 02:08:12.984066
b5e038f4-090e-450f-b26a-af27f53b4ed2,1373421,Oxlade,NG,,,,,verified,,"{""sp_followers"": 1643316, ""sp_monthly_listeners"": 4475336, ""cm_score"": 88.99683264875875}",2026-04-03 23:15:28.243929,2026-04-03 23:15:28.243933
7d432df5-536e-40bb-88dd-3b3cf4be7569,3740,P-Square,NG,,,,,verified,,{},2026-04-04 02:08:12.981791,2026-04-04 02:08:12.981802
c7b4a3b1-fa6b-4223-aa5a-f1c4cf8311e8,5321,Patoranking,NG,,,,,verified,,"{""sp_followers"": 2080137, ""sp_monthly_listeners"": 1845286, ""cm_score"": 85.63839081273811}",2026-04-03 23:15:28.240306,2026-04-03 23:15:28.240310
7e5ee0e1-c112-44b7-aa0d-3b6ce4a7ee41,745195,Peruzzi,NG,,,,,verified,,"{""sp_followers"": 694236, ""sp_monthly_listeners"": 560127, ""cm_score"": 79.42124557349717}",2026-04-03 23:15:28.246972,2026-04-03 23:15:28.246976
93ecdae5-0351-45fd-b46d-cb2965802cad,406946,Pheelz,NG,,,,,verified,,{},2026-04-04 02:08:12.982145,2026-04-04 02:08:12.982148
4e2c80d7-a752-4a3d-9844-d310dada99da,5012,Phyno,NG,,,,,verified,,"{""sp_followers"": 1639406, ""sp_monthly_listeners"": 1729921, ""cm_score"": 85.6880474133143}",2026-04-03 23:15:28.245452,2026-04-03 23:15:28.245456
37d76f7b-384d-4bab-b4b5-facecb278d8c,8230229,Portable,NG,,,,,verified,,"{""sp_followers"": 477039, ""sp_monthly_listeners"": 451278, ""cm_score"": 76.44544863527088}",2026-04-03 23:15:28.247718,2026-04-03 23:15:28.247721
f38d4ccd-914b-4567-a0e7-c7d312c78c85,310091,Praiz,NG,,,,,verified,,{},2026-04-04 02:08:12.983722,2026-04-04 02:08:12.983724
2c662ff6-b032-4741-a901-a4dbf91df931,918914,Prettyboy D-O,NG,,,,,verified,,{},2026-04-04 02:08:12.984030,2026-04-04 02:08:12.984033
c1325b08-9d54-4926-9331-5c479e1633f1,9785228,Qing Madi,NG,,,,,verified,,{},2026-04-04 02:08:12.982105,2026-04-04 02:08:12.982108
d556c618-66dd-4b1e-b2ab-34354d85de85,237551,Reekado Banks,NG,,,,,verified,,{},2026-04-04 02:08:12.982367,2026-04-04 02:08:12.982370
4da71a38-8960-4dc6-ac5b-8408502b3c67,1426518,Rema,NG,,,,,verified,,"{""sp_followers"": 10326104, ""sp_monthly_listeners"": 24601171, ""cm_score"": 95.04106041335363}",2026-04-03 23:15:28.241355,2026-04-03 23:15:28.241359
a759c8fc-ad6b-46c9-9ba2-a27dae0a0a9d,317357,Reminisce,NG,,,,,verified,,{},2026-04-04 02:08:12.982789,2026-04-04 02:08:12.982792
a84c6df9-fa39-487d-b343-c9e623de95a1,638877,Ric Hassani,NG,,,,,verified,,{},2026-04-04 02:08:12.983203,2026-04-04 02:08:12.983205
7e4db739-939f-45e4-947f-9b61e1f7da31,1630426,Rude Boy,NG,,,,,verified,,"{""sp_followers"": 14254, ""sp_monthly_listeners"": 225460, ""cm_score"": 60.30205093270513}",2026-04-03 23:15:28.248984,2026-04-03 23:15:28.248988
e57b9987-7fa8-4dd5-987a-f72dd81381ab,4198930,Ruger,NG,,,,,verified,,"{""sp_followers"": 5637008, ""sp_monthly_listeners"": 4732600, ""cm_score"": 91.84842425962431}",2026-04-03 23:15:28.243156,2026-04-03 23:15:28.243160
cb2cf48b-220c-4149-ac9a-f8f40a62f5f6,308113,Sarz,NG,,,,,verified,,{},2026-04-04 02:08:12.982182,2026-04-04 02:08:12.982185
54cde694-db99-4217-b30f-bcf3ea867e1b,321148,Sauce Kid,NG,,,,,verified,,{},2026-04-04 02:08:12.984135,2026-04-04 02:08:12.984138
66febc4c-c6c0-498a-a16e-4738a932e4e4,203976,Sean Tizzle,NG,,,,,verified,,{},2026-04-04 02:08:12.983169,2026-04-04 02:08:12.983172
3a5accca-56cd-4a09-b580-bfb2368b471d,39092,Seyi Shay,NG,,,,,verified,,{},2026-04-04 02:08:12.982996,2026-04-04 02:08:12.982999
a69eb7ca-fa89-47c7-9a0f-ade3943717e6,1637455,Seyi Vibez,NG,,,,,verified,,"{""sp_followers"": 4952356, ""sp_monthly_listeners"": 3497316, ""cm_score"": 88.2573745920301}",2026-04-03 23:15:28.247969,2026-04-03 23:15:28.247973
fe7f3f73-d598-49ce-a5cf-05912940ad75,6487237,Shallipopi,NG,,,,,verified,,"{""sp_followers"": 3594287, ""sp_monthly_listeners"": 4567951, ""cm_score"": 88.56008282303607}",2026-04-03 23:15:28.248724,2026-04-03 23:15:28.248727
d5c2328c-43e5-43b9-8116-5541c4abd73a,655429,Show Dem Camp,NG,,,,,verified,,{},2026-04-04 02:08:12.983097,2026-04-04 02:08:12.983099
44aaaaac-949b-4dac-8f60-718cf752388e,374667,Simi,NG,,,,,verified,,"{""sp_followers"": 1597570, ""sp_monthly_listeners"": 1470646, ""cm_score"": 88.75795408069894}",2026-04-03 23:15:28.244433,2026-04-03 23:15:28.244437
f7787318-ffb0-4ac2-ad6d-e0610e52eb37,680380,Skiibii,NG,,,,,verified,,{},2026-04-04 02:08:12.982618,2026-04-04 02:08:12.982621
e48ec041-5123-45f7-8a0f-e3cdb6e28c1f,515515,Small Doctor,NG,,,,,verified,,{},2026-04-04 02:08:12.983588,2026-04-04 02:08:12.983590
e76d1db2-6628-4738-9ac4-a064a44b7c72,92994,Solidstar,NG,,,,,verified,,{},2026-04-04 02:08:12.983857,2026-04-04 02:08:12.983860
53b17b23-0b1b-4899-888d-60afadebaa00,249694,Sound Sultan,NG,,,,,verified,,{},2026-04-04 02:08:12.984203,2026-04-04 02:08:12.984206
9ed06688-9b6f-4ecb-80f0-2d100bbdbcd7,536112,Spyro,NG,,,,,verified,,"{""sp_followers"": 699060, ""sp_monthly_listeners"": 677074, ""cm_score"": 72.70621924992315}",2026-04-03 23:15:28.254836,2026-04-03 23:15:28.254840
3c3f0777-43f1-465b-ab55-1007288f8fd2,565281,Tay Iwar,NG,,,,,verified,,{},2026-04-04 02:08:12.982582,2026-04-04 02:08:12.982585
a7db61fd-e4d4-4ae6-99ec-f101931466fd,426512,Tekno,NG,,,,,verified,,"{""sp_followers"": 1883645, ""sp_monthly_listeners"": 1889355, ""cm_score"": 87.0381279500133}",2026-04-03 23:15:28.240568,2026-04-03 23:15:28.240572
ca464d69-633b-458d-a02a-e1aa818d5ea2,9190388,Tempoe,NG,,,,,verified,,{},2026-04-04 02:08:12.982218,2026-04-04 02:08:12.982220
6fb11615-75bb-42e3-9f51-a4a3344c9b3e,1345060,Tems,NG,,,,,verified,,"{""sp_followers"": 4211181, ""sp_monthly_listeners"": 41322813, ""cm_score"": 96.07380330296859}",2026-04-03 23:15:28.242393,2026-04-03 23:15:28.242397
54efb668-235d-42e1-9fd4-b135e41aee2f,349654,Teni,NG,,,,,verified,,"{""sp_followers"": 1557321, ""sp_monthly_listeners"": 1479705, ""cm_score"": 86.58489490529779}",2026-04-03 23:15:28.252288,2026-04-03 23:15:28.252291
903cda0d-98f1-48a4-9f5a-202f9433a1a1,883093,Terri,NG,,,,,verified,,{},2026-04-04 02:08:12.982857,2026-04-04 02:08:12.982860
ded6a032-943e-4cb0-b6e1-0b4fbcd016a6,228944,Terry Apala,NG,,,,,verified,,{},2026-04-04 02:08:12.982437,2026-04-04 02:08:12.982440
66370cd8-b76c-44c9-bee2-dfdd80cf3453,210713,Timaya,NG,,,,,verified,,"{""sp_followers"": 1202387, ""sp_monthly_listeners"": 977283, ""cm_score"": 84.65580456916263}",2026-04-03 23:15:28.249232,2026-04-03 23:15:28.249235
5a0cf7a7-89df-43ce-9aca-aff8be5a8743,4686,Tiwa Savage,NG,,,,,verified,,"{""sp_followers"": 3414707, ""sp_monthly_listeners"": 2380905, ""cm_score"": 88.35775437532422}",2026-04-03 23:15:28.239134,2026-04-03 23:15:28.239138
e39f910b-a9d9-4ec7-81f0-848ca8d95fa2,170806,Vector,NG,,,,,verified,,{},2026-04-04 02:08:12.983236,2026-04-04 02:08:12.983239
a9e2dac4-7029-4e31-99f5-1fdfbcfa2fd7,3905071,Victony,NG,,,,,verified,,"{""sp_followers"": 2425064, ""sp_monthly_listeners"": 5402351, ""cm_score"": 86.62243247067065}",2026-04-03 23:15:28.248219,2026-04-03 23:15:28.248223
db90acd2-0ee6-4358-b4b6-48633953e3e6,429450,Waje,NG,,,,,verified,,{},2026-04-04 02:08:12.983688,2026-04-04 02:08:12.983691
17e16d74-3d30-48ed-aaf9-f20c7859cc89,3499,Wande Coal,NG,,,,,verified,,"{""sp_followers"": 1642750, ""sp_monthly_listeners"": 2445496, ""cm_score"": 82.39660118403658}",2026-04-03 23:15:28.244689,2026-04-03 23:15:28.244692
e29e61a1-ef7f-498e-aa1d-54eed24dd010,4390,Wizkid,NG,,,,,verified,,"{""sp_followers"": 10940999, ""sp_monthly_listeners"": 16899288, ""cm_score"": 95.6688841280555}",2026-04-03 23:15:28.237518,2026-04-03 23:15:28.237525
b364cd74-8309-4cd9-ad80-b46181417b93,424613,WurlD,NG,,,,,verified,,{},2026-04-04 02:08:12.982720,2026-04-04 02:08:12.982723
f3cf9b9e-6174-47dc-96fb-5686de2cbe97,5382,Ycee,NG,,,,,verified,,"{""sp_followers"": 550630, ""sp_monthly_listeners"": 405688, ""cm_score"": 75.2861697398659}",2026-04-03 23:15:28.246719,2026-04-03 23:15:28.246722
3b761643-ecd9-4685-8cce-f37654d95b54,211381,Yemi Alade,NG,,,,,verified,,"{""sp_followers"": 979506, ""sp_monthly_listeners"": 1051548, ""cm_score"": 86.53286632836382}",2026-04-03 23:15:28.240033,2026-04-03 23:15:28.240037
e5b5afd7-b07b-4585-b46c-8b1a180a2134,1186093,Young Jonn,NG,,,,,verified,,"{""sp_followers"": 2770636, ""sp_monthly_listeners"": 3517908, ""cm_score"": 90.01518905682919}",2026-04-03 23:15:28.254586,2026-04-03 23:15:28.254590
c7f2c52b-0283-4e58-8e2d-38cacc805723,5060,Yung6ix,NG,,,,,verified,,{},2026-04-04 02:08:12.983381,2026-04-04 02:08:12.983383
bac9a3ca-22e1-47e1-a20d-7a733412eaf8,1582294,Zinoleesky,NG,,,,,verified,,"{""sp_followers"": 2776473, ""sp_monthly_listeners"": 2213853, ""cm_score"": 84.30257021845317}",2026-04-03 23:15:28.247469,2026-04-03 23:15:28.247473
