variable_name,platform,period_label,geo_scope,limitation_code,description,fallback_applied
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
Shazam_counts_daily,Shazam,Q1_2024,global,missing_value_field,Expected metric field was not present in provider payload.,False
