period_label,nmas_artist_id,artist_name,residency,spotify_monthly_listeners,youtube_quarter_views,deezer_fans,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,measured_platform_revenue_usd,unmeasured_platform_uplift_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,domestic_share_observed,domestic_revenue_usd,export_revenue_usd,export_revenue_ngn,split_basis,split_classification,youtube_views_source,spotify_listeners_source
Q2_2019,2baba,2Baba,domestic,136607,6519425,1122,5737.49,26077.7,26.93,31842.12,1721.25,33563.37,50345054.83,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.27 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2019,2baba,2Baba,domestic,138061,6750425,1247,5798.56,27001.7,29.93,32830.19,1739.57,34569.76,51854640.3,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.01 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2019,2baba,2Baba,domestic,128976,7036013,1303,5416.99,28144.05,31.27,33592.32,1625.1,35217.41,52826119.2,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.75 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2020,2baba,2Baba,domestic,156940,7641554,2966,6591.48,30566.22,71.18,37228.88,1977.44,39206.33,58809488.4,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.49 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2020,2baba,2Baba,domestic,403575,8325906,5886,16950.15,33303.62,141.26,50395.04,5085.05,55480.08,83220124.5,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.23 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2020,2baba,2Baba,domestic,227908,9189734,6525,9572.14,36758.94,156.6,46487.67,2871.64,49359.31,74038971.6,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.97 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2020,2baba,2Baba,domestic,225153,9586886,6856,9456.43,38347.55,164.54,47968.52,2836.93,50805.44,76208165.1,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.71 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2021,2baba,2Baba,domestic,217955,9717145,7169,9154.11,38868.58,172.06,48194.74,2746.23,50940.98,76411466.1,0.091156,4643.6,46297.38,69446069.53,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.45 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2021,2baba,2Baba,domestic,233477,9764680,7546,9806.03,39058.72,181.1,49045.86,2941.81,51987.67,77981499.9,0.078862,4099.87,47887.79,71831688.06,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.19 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,2baba,2Baba,domestic,234139,10127475,8086,9833.84,40509.9,194.06,50537.8,2950.15,53487.95,80231930.1,0.10483,5607.15,47880.81,71821209.49,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 9% of the quarter, below the 90% adequacy threshold; subscribers x 10.92 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2021,2baba,2Baba,domestic,273602,2773042,8524,11491.28,11092.17,204.58,22788.03,3447.39,26235.41,39353119.8,0.147641,3873.44,22361.98,33542966.55,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2022,2baba,2Baba,domestic,267902,3979938,9267,11251.88,15919.75,222.41,27394.04,3375.57,30769.61,46154413.8,0.158223,4868.47,25901.14,38851714.89,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2022,2baba,2Baba,domestic,273019,2877073,9573,11466.8,11508.29,229.75,23204.84,3440.04,26644.88,39967322.1,0.154958,4128.84,22516.04,33774066.08,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,2baba,2Baba,domestic,241015,3296979,9806,10122.63,13187.92,235.34,23545.89,3036.79,26582.68,39874018.5,0.146611,3897.32,22685.36,34028043.09,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,2baba,2Baba,domestic,263180,3381597,9925,11053.56,13526.39,238.2,24818.15,3316.07,28134.22,42201324.0,0.212631,5982.2,22152.02,33228027.0,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2023,2baba,2Baba,domestic,271116,3451193,10015,11386.87,13804.77,240.36,25432.0,3416.06,28848.07,43272098.4,0.307251,8863.6,19984.47,29976697.88,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,2baba,2Baba,domestic,322870,4246388,10087,13560.54,16985.55,242.09,30788.18,4068.16,34856.34,52284513.0,0.324508,11311.18,23545.16,35317747.26,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change (1 provider restatement repriced at the artist's median daily rate)","observed monthly listeners, quarter end level"
Q3_2023,2baba,2Baba,domestic,327734,3636125,10155,13764.83,14544.5,243.72,28553.05,4129.45,32682.5,49023744.6,0.427814,13982.02,18700.48,28050717.95,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,2baba,2Baba,domestic,345950,4428119,10241,14529.9,17712.48,245.78,32488.16,4358.97,36847.13,55270695.0,0.495421,18254.83,18592.3,27888451.17,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,2baba,2Baba,domestic,374397,3041960,10289,15724.67,12167.84,246.94,28139.45,4717.4,32856.85,49285278.3,0.495012,16264.55,16592.3,24888453.8,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,2baba,2Baba,domestic,369061,4740981,10321,15500.56,18963.92,247.7,34712.19,4650.17,39362.36,59043537.9,0.564818,22232.58,17129.78,25694665.78,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,2baba,2Baba,domestic,417893,4809530,10369,17551.51,19238.12,248.86,37038.48,5265.45,42303.93,63455900.7,0.590173,24966.62,17337.31,26005966.55,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2024,2baba,2Baba,domestic,503594,4948491,10419,21150.95,19793.96,250.06,41194.97,6345.28,47540.25,71310378.6,0.638177,30339.09,17201.17,25801750.43,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,2baba,2Baba,domestic,484764,7045280,10492,20360.09,28181.12,251.81,48793.02,6108.03,54901.04,82351563.6,0.706412,38782.74,16118.3,24177448.99,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2025,2baba,2Baba,domestic,472378,5921600,10547,19839.88,23686.4,253.13,43779.4,5951.96,49731.37,74597050.2,0.673077,33473.06,16258.31,24387457.65,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,2baba,2Baba,domestic,572230,6441920,10621,24033.66,25767.68,254.9,50056.24,7210.1,57266.34,85899513.0,0.685045,39230.03,18036.31,27054461.25,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,2baba,2Baba,domestic,770388,5554120,10710,32356.3,22216.48,257.04,54829.82,9706.89,64536.7,96805057.2,0.735644,47476.03,17060.68,25591015.28,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2026,2baba,2Baba,domestic,764013,5246130,10768,32088.55,20984.52,258.43,53331.5,9626.56,62958.06,94437092.7,0.780327,49127.9,13830.16,20745235.25,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,2baba,2Baba,domestic,797270,6182893,10899,33485.34,24731.57,261.58,58478.49,10045.6,68524.09,102786135.0,0.762967,52281.65,16242.44,24363667.27,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2026,2baba,2Baba,domestic,841953,9038910,10960,35362.03,36155.64,263.04,71780.71,10608.61,82389.31,123583970.7,0.771984,63603.19,18786.12,28179178.9,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 46% of the quarter, below the 90% adequacy threshold; subscribers x 5.99 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,6uff,6UFF,domestic,726,0,1,30.49,0.0,0.02,30.52,9.15,39.66,59495.4,0.013547,0.54,39.13,58689.43,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q4_2021,6uff,6UFF,domestic,8502,0,1,357.08,0.0,0.02,357.11,107.13,464.23,696349.8,0.359541,166.91,297.32,445983.25,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2022,6uff,6UFF,domestic,1384,0,1,58.13,0.0,0.02,58.15,17.44,75.59,113385.6,0.393491,29.74,45.85,68769.37,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q2_2022,6uff,6UFF,domestic,570,0,1,23.94,0.0,0.02,23.96,7.18,31.15,46719.0,0.240066,7.48,23.67,35503.35,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q3_2022,6uff,6UFF,domestic,434,0,1,18.23,0.0,0.02,18.25,5.47,23.72,35580.6,0.294521,6.99,16.73,25101.38,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q4_2022,6uff,6UFF,domestic,806,0,1,33.85,0.0,0.02,33.88,10.16,44.03,66047.4,0.211911,9.33,34.7,52051.21,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2023,6uff,6UFF,domestic,40324,107590,4,1693.61,430.36,0.1,2124.06,508.08,2632.15,3948219.97,0.087503,230.32,2401.83,3602737.96,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 88% of the quarter, below the 90% adequacy threshold; subscribers x 9.36 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2023,6uff,6UFF,domestic,87637,2202375,5,3680.75,8809.5,0.12,12490.37,1104.23,13594.6,20391900.3,0.076534,1040.44,12554.16,18831234.38,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,6uff,6UFF,domestic,122573,2516180,7,5148.07,10064.72,0.17,15212.95,1544.42,16757.37,25136060.7,0.201152,3370.79,13386.59,20079881.91,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,6uff,6UFF,domestic,108272,2587205,11,4547.42,10348.82,0.26,14896.51,1364.23,16260.74,24391102.8,0.244971,3983.41,12277.32,18415985.1,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,6uff,6UFF,domestic,71322,2312175,12,2995.52,9248.7,0.29,12244.51,898.66,13143.17,19714753.8,0.216632,2847.22,10295.94,15443916.89,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,6uff,6UFF,domestic,56996,2366860,12,2393.83,9467.44,0.29,11861.56,718.15,12579.71,18869564.4,0.25889,3256.77,9322.94,13984415.53,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,6uff,6UFF,domestic,66137,2985206,19,2777.75,11940.82,0.46,14719.03,833.33,15552.36,23328540.3,0.297428,4625.71,10926.65,16389977.68,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2024,6uff,6UFF,domestic,60940,2824491,25,2559.48,11297.96,0.6,13858.04,767.84,14625.89,21938832.0,0.333792,4882.01,9743.88,14615821.76,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,6uff,6UFF,domestic,70383,2571338,32,2956.09,10285.35,0.77,13242.21,886.83,14129.03,21193547.7,0.599418,8469.2,5659.84,8489752.86,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2025,6uff,6UFF,domestic,111611,3797422,38,4687.66,15189.69,0.91,19878.26,1406.3,21284.56,31926840.9,0.677903,14428.86,6855.7,10283551.75,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,6uff,6UFF,domestic,386248,4875419,76,16222.42,19501.68,1.82,35725.92,4866.72,40592.64,60888961.2,0.841731,34168.09,6424.55,9636821.65,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,6uff,6UFF,domestic,596753,4667571,152,25063.63,18670.28,3.65,43737.56,7519.09,51256.65,76884968.7,0.908648,46574.25,4682.39,7023592.18,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2026,6uff,6UFF,domestic,1119736,12389864,305,47028.91,49559.46,7.32,96595.69,14108.67,110704.36,166056542.4,0.405047,44840.5,65863.87,98795799.2,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,6uff,6UFF,domestic,1184818,14856509,642,49762.36,59426.04,15.41,109203.8,14928.71,124132.51,186198760.2,0.401327,49817.75,74314.75,111472129.06,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2026,6uff,6UFF,domestic,979932,2012640,746,41157.14,8050.56,17.9,49225.61,12347.14,61572.75,92359126.8,0.404638,24914.68,36658.08,54987112.66,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,"estimated: observations span 46% of the quarter, below the 90% adequacy threshold; subscribers x 5.99 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2019,9ice,9ice,domestic,42942,512984,7509,1803.56,2051.94,180.22,4035.72,541.07,4576.79,6865180.33,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.53 views/month (EST, calibrated)",estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019)
Q2_2019,9ice,9ice,domestic,56736,533047,7544,2382.91,2132.19,181.06,4696.16,714.87,5411.03,8116542.94,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.27 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2019,9ice,9ice,domestic,48531,538473,7622,2038.3,2153.89,182.93,4375.12,611.49,4986.61,7479920.34,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.01 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2019,9ice,9ice,domestic,37839,554468,7738,1589.24,2217.87,185.71,3992.82,476.77,4469.6,6704392.5,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.75 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2020,9ice,9ice,domestic,36337,599338,7846,1526.15,2397.35,188.3,4111.81,457.85,4569.65,6854481.9,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.49 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2020,9ice,9ice,domestic,46293,682211,8028,1944.31,2728.84,192.67,4865.82,583.29,5449.11,8173669.5,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.23 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2020,9ice,9ice,domestic,36900,782563,8288,1549.8,3130.25,198.91,4878.97,464.94,5343.91,8015857.92,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.97 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2020,9ice,9ice,domestic,36712,821733,8522,1541.9,3286.93,204.53,5033.36,462.57,5495.94,8243903.52,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.71 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2021,9ice,9ice,domestic,40596,913343,8772,1705.03,3653.37,210.53,5568.93,511.51,6080.44,9120661.92,0.165952,1009.06,5071.38,7607067.0,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.45 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2021,9ice,9ice,domestic,50561,936201,8945,2123.56,3744.8,214.68,6083.05,637.07,6720.12,10080173.34,0.160847,1080.91,5639.2,8458803.76,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.19 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,9ice,9ice,domestic,55318,963585,9162,2323.36,3854.34,219.89,6397.58,697.01,7094.59,10641886.2,0.200491,1422.4,5672.19,8508281.14,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 8% of the quarter, below the 90% adequacy threshold; subscribers x 10.92 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2021,9ice,9ice,domestic,55349,1021504,9321,2324.66,4086.02,223.7,6634.38,697.4,7331.78,10997663.1,0.233269,1710.28,5621.5,8432244.91,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2022,9ice,9ice,domestic,62775,1152357,9466,2636.55,4609.43,227.18,7473.16,790.97,8264.13,12396190.5,0.278057,2297.9,5966.23,8949344.55,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2022,9ice,9ice,domestic,67490,1174846,9554,2834.58,4699.38,229.3,7763.26,850.37,8613.63,12920451.0,0.294641,2537.93,6075.71,9113559.8,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,9ice,9ice,domestic,65731,1750609,9655,2760.7,7002.44,231.72,9994.86,828.21,10823.07,16234602.9,0.305853,3310.27,7512.8,11269201.16,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,9ice,9ice,domestic,71871,1021863,9700,3018.58,4087.45,232.8,7338.83,905.57,8244.41,12366612.9,0.359948,2967.56,5276.85,7915274.97,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2023,9ice,9ice,domestic,86845,1027831,9732,3647.49,4111.32,233.57,7992.38,1094.25,9086.63,13629943.5,0.457307,4155.38,4931.25,7396870.68,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,9ice,9ice,domestic,115383,1212755,9775,4846.09,4851.02,234.6,9931.71,1453.83,11385.53,17078297.7,0.497049,5659.17,5726.36,8589546.47,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,9ice,9ice,domestic,114403,1055902,9804,4804.93,4223.61,235.3,9263.83,1441.48,10705.31,16057961.46,0.58808,6295.58,4409.73,6614592.26,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 8.84 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
