period_label,variable_name,provider,observations
Q1_2021,YouTube_domestic_listeners_daily,soundcharts,2729
Q1_2021,YouTube_listeners_daily,soundcharts,3067
Q1_2021,YouTube_subscribers_daily,soundcharts,12151
Q1_2021,YouTube_total_followers_daily,soundcharts,76
Q1_2021,YouTube_total_listeners_daily,soundcharts,3030
Q1_2022,Deezer_fans_daily,soundcharts,48224
Q1_2022,Facebook_followers_daily,soundcharts,12380
Q1_2022,Instagram_domestic_followers_daily,soundcharts,273
Q1_2022,Instagram_followers_daily,soundcharts,20954
Q1_2022,Instagram_total_followers_daily,soundcharts,282
Q1_2022,Playlist_Amazon_Music_count_daily,soundcharts,1198
Q1_2022,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1198
Q1_2022,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1198
Q1_2022,Playlist_Amazon_Music_reach_daily,soundcharts,1198
Q1_2022,Playlist_Apple_Music_count_daily,soundcharts,3127
Q1_2022,Playlist_Apple_Music_editorial_count_daily,soundcharts,3127
Q1_2022,Playlist_Apple_Music_editorial_reach_daily,soundcharts,3127
Q1_2022,Playlist_Apple_Music_reach_daily,soundcharts,3127
Q1_2022,Playlist_Deezer_count_daily,soundcharts,2716
Q1_2022,Playlist_Deezer_editorial_count_daily,soundcharts,2716
Q1_2022,Playlist_Deezer_editorial_reach_daily,soundcharts,2716
Q1_2022,Playlist_Deezer_reach_daily,soundcharts,2716
Q1_2022,Playlist_YouTube_count_daily,soundcharts,884
Q1_2022,Playlist_YouTube_editorial_count_daily,soundcharts,884
Q1_2022,Playlist_YouTube_editorial_reach_daily,soundcharts,884
Q1_2022,Playlist_YouTube_reach_daily,soundcharts,884
Q1_2022,Playlist_count_daily,soundcharts,6579
Q1_2022,Playlist_editorial_count_daily,soundcharts,6579
Q1_2022,Playlist_editorial_reach_daily,soundcharts,6579
Q1_2022,Playlist_reach_daily,soundcharts,6579
Q1_2022,Radio_spins_daily_NG,soundcharts,12980
Q1_2022,Soundcloud_followers_daily,soundcharts,19582
Q1_2022,Spotify_domestic_listeners_daily,soundcharts,6513
Q1_2022,Spotify_followers_daily,soundcharts,49896
Q1_2022,Spotify_monthly_listeners_daily,soundcharts,49218
Q1_2022,Spotify_popularity_daily,soundcharts,46951
Q1_2022,Spotify_total_listeners_daily,soundcharts,7512
Q1_2022,TikTok_domestic_followers_daily,soundcharts,53
Q1_2022,TikTok_total_followers_daily,soundcharts,54
Q1_2022,Twitter_followers_daily,soundcharts,25096
Q1_2022,YouTube_channel_views_daily,soundcharts,20348
Q1_2022,YouTube_domestic_followers_daily,soundcharts,168
Q1_2022,YouTube_domestic_listeners_daily,soundcharts,2686
Q1_2022,YouTube_listeners_daily,soundcharts,3073
Q1_2022,YouTube_subscribers_daily,soundcharts,20348
Q1_2022,YouTube_total_followers_daily,soundcharts,190
Q1_2022,YouTube_total_listeners_daily,soundcharts,3073
Q1_2023,Deezer_fans_daily,soundcharts,50963
Q1_2023,Facebook_followers_daily,soundcharts,6363
Q1_2023,Instagram_domestic_followers_daily,soundcharts,399
Q1_2023,Instagram_followers_daily,soundcharts,13876
Q1_2023,Instagram_total_followers_daily,soundcharts,410
Q1_2023,Playlist_Amazon_Music_count_daily,soundcharts,1686
Q1_2023,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1686
Q1_2023,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1686
Q1_2023,Playlist_Amazon_Music_reach_daily,soundcharts,1686
Q1_2023,Playlist_Apple_Music_count_daily,soundcharts,4108
Q1_2023,Playlist_Apple_Music_editorial_count_daily,soundcharts,4108
Q1_2023,Playlist_Apple_Music_editorial_reach_daily,soundcharts,4108
Q1_2023,Playlist_Apple_Music_reach_daily,soundcharts,4108
Q1_2023,Playlist_Deezer_count_daily,soundcharts,3125
Q1_2023,Playlist_Deezer_editorial_count_daily,soundcharts,3125
Q1_2023,Playlist_Deezer_editorial_reach_daily,soundcharts,3125
Q1_2023,Playlist_Deezer_reach_daily,soundcharts,3125
Q1_2023,Playlist_YouTube_count_daily,soundcharts,2562
Q1_2023,Playlist_YouTube_editorial_count_daily,soundcharts,2562
Q1_2023,Playlist_YouTube_editorial_reach_daily,soundcharts,2562
Q1_2023,Playlist_YouTube_reach_daily,soundcharts,2562
Q1_2023,Playlist_count_daily,soundcharts,7752
Q1_2023,Playlist_editorial_count_daily,soundcharts,7752
Q1_2023,Playlist_editorial_reach_daily,soundcharts,7752
Q1_2023,Playlist_reach_daily,soundcharts,7752
Q1_2023,Radio_spins_daily_NG,soundcharts,14333
Q1_2023,Soundcloud_followers_daily,soundcharts,20473
Q1_2023,Spotify_domestic_listeners_daily,soundcharts,9138
Q1_2023,Spotify_followers_daily,soundcharts,57558
Q1_2023,Spotify_monthly_listeners_daily,soundcharts,54703
Q1_2023,Spotify_popularity_daily,soundcharts,56088
Q1_2023,Spotify_total_listeners_daily,soundcharts,10069
Q1_2023,TikTok_domestic_followers_daily,soundcharts,102
Q1_2023,TikTok_followers_daily,soundcharts,4093
Q1_2023,TikTok_likes_daily,soundcharts,4264
Q1_2023,TikTok_total_followers_daily,soundcharts,108
Q1_2023,Twitter_followers_daily,soundcharts,26192
Q1_2023,YouTube_channel_views_daily,soundcharts,22096
Q1_2023,YouTube_domestic_followers_daily,soundcharts,286
Q1_2023,YouTube_domestic_listeners_daily,soundcharts,3157
Q1_2023,YouTube_listeners_daily,soundcharts,3449
Q1_2023,YouTube_subscribers_daily,soundcharts,22096
Q1_2023,YouTube_total_followers_daily,soundcharts,305
Q1_2023,YouTube_total_listeners_daily,soundcharts,3444
Q1_2024,Bandsintown_followers_daily,chartmetric,1533
Q1_2024,Bandsintown_followers_daily,soundcharts,2343
Q1_2024,Boomplay_followers_daily,soundcharts,35578
Q1_2024,Deezer_fans_daily,soundcharts,53632
Q1_2024,Facebook_followers_daily,soundcharts,6101
Q1_2024,Genius_followers_daily,soundcharts,9713
Q1_2024,Instagram_domestic_followers_daily,soundcharts,450
Q1_2024,Instagram_followers_daily,chartmetric,3752
Q1_2024,Instagram_followers_daily,soundcharts,10089
Q1_2024,Instagram_total_followers_daily,soundcharts,459
Q1_2024,Playlist_Amazon_Music_count_daily,soundcharts,2143
Q1_2024,Playlist_Amazon_Music_editorial_count_daily,soundcharts,2143
Q1_2024,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,2143
Q1_2024,Playlist_Amazon_Music_reach_daily,soundcharts,2143
Q1_2024,Playlist_Apple_Music_count_daily,soundcharts,5573
Q1_2024,Playlist_Apple_Music_editorial_count_daily,soundcharts,5573
Q1_2024,Playlist_Apple_Music_editorial_reach_daily,soundcharts,5573
Q1_2024,Playlist_Apple_Music_reach_daily,soundcharts,5573
Q1_2024,Playlist_Deezer_count_daily,soundcharts,3433
Q1_2024,Playlist_Deezer_editorial_count_daily,soundcharts,3433
Q1_2024,Playlist_Deezer_editorial_reach_daily,soundcharts,3433
Q1_2024,Playlist_Deezer_reach_daily,soundcharts,3433
Q1_2024,Playlist_YouTube_count_daily,soundcharts,2829
Q1_2024,Playlist_YouTube_editorial_count_daily,soundcharts,2829
Q1_2024,Playlist_YouTube_editorial_reach_daily,soundcharts,2829
Q1_2024,Playlist_YouTube_reach_daily,soundcharts,2829
Q1_2024,Playlist_count_daily,soundcharts,8392
Q1_2024,Playlist_editorial_count_daily,soundcharts,8392
Q1_2024,Playlist_editorial_reach_daily,soundcharts,8392
Q1_2024,Playlist_reach_daily,soundcharts,8392
Q1_2024,Radio_spins_daily_NG,soundcharts,13939
Q1_2024,Soundcloud_followers_daily,chartmetric,3185
Q1_2024,Soundcloud_followers_daily,soundcharts,12803
Q1_2024,Spotify_domestic_listeners_daily,soundcharts,7493
Q1_2024,Spotify_followers_daily,chartmetric,4478
Q1_2024,Spotify_followers_daily,soundcharts,52903
Q1_2024,Spotify_monthly_listeners_daily,chartmetric,5435
Q1_2024,Spotify_monthly_listeners_daily,soundcharts,51204
Q1_2024,Spotify_popularity_daily,soundcharts,54687
Q1_2024,Spotify_total_listeners_daily,soundcharts,8124
Q1_2024,TikTok_domestic_followers_daily,soundcharts,141
Q1_2024,TikTok_followers_daily,chartmetric,2012
Q1_2024,TikTok_followers_daily,soundcharts,5506
Q1_2024,TikTok_likes_daily,chartmetric,2102
Q1_2024,TikTok_total_followers_daily,soundcharts,147
Q1_2024,Twitter_followers_daily,chartmetric,420
Q1_2024,Twitter_followers_daily,soundcharts,15165
Q1_2024,Wikipedia_views_daily,chartmetric,3878
Q1_2024,YouTube_channel_views_daily,soundcharts,22735
Q1_2024,YouTube_domestic_followers_daily,soundcharts,329
Q1_2024,YouTube_domestic_listeners_daily,soundcharts,5317
Q1_2024,YouTube_listeners_daily,soundcharts,5708
Q1_2024,YouTube_subscribers_daily,chartmetric,4223
Q1_2024,YouTube_subscribers_daily,soundcharts,19975
Q1_2024,YouTube_total_followers_daily,soundcharts,348
Q1_2024,YouTube_total_listeners_daily,soundcharts,5639
Q1_2025,Amazon_Music_followers_daily,soundcharts,6888
Q1_2025,Audiomack_followers_daily,soundcharts,15216
Q1_2025,Audiomack_listeners_daily,soundcharts,22595
Q1_2025,Bandsintown_followers_daily,chartmetric,5180
Q1_2025,Bandsintown_followers_daily,soundcharts,3761
Q1_2025,Boomplay_followers_daily,soundcharts,9785
Q1_2025,Deezer_fans_daily,chartmetric,6099
Q1_2025,Deezer_fans_daily,soundcharts,12439
Q1_2025,Facebook_followers_daily,chartmetric,4971
Q1_2025,Facebook_followers_daily,soundcharts,9643
Q1_2025,Facebook_likes_daily,chartmetric,4971
Q1_2025,Facebook_talks_daily,chartmetric,4971
Q1_2025,Genius_followers_daily,soundcharts,1543
Q1_2025,Instagram_domestic_followers_daily,soundcharts,581
Q1_2025,Instagram_followers_daily,chartmetric,8839
Q1_2025,Instagram_followers_daily,soundcharts,26895
Q1_2025,Instagram_total_followers_daily,soundcharts,592
Q1_2025,Playlist_Amazon_Music_count_daily,soundcharts,2237
Q1_2025,Playlist_Amazon_Music_editorial_count_daily,soundcharts,2237
Q1_2025,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,2237
Q1_2025,Playlist_Amazon_Music_reach_daily,soundcharts,2237
Q1_2025,Playlist_Apple_Music_count_daily,soundcharts,5801
Q1_2025,Playlist_Apple_Music_editorial_count_daily,soundcharts,5801
Q1_2025,Playlist_Apple_Music_editorial_reach_daily,soundcharts,5801
Q1_2025,Playlist_Apple_Music_reach_daily,soundcharts,5801
Q1_2025,Playlist_Deezer_count_daily,soundcharts,3698
Q1_2025,Playlist_Deezer_editorial_count_daily,soundcharts,3698
Q1_2025,Playlist_Deezer_editorial_reach_daily,soundcharts,3698
Q1_2025,Playlist_Deezer_reach_daily,soundcharts,3698
Q1_2025,Playlist_YouTube_count_daily,soundcharts,3029
Q1_2025,Playlist_YouTube_editorial_count_daily,soundcharts,3029
Q1_2025,Playlist_YouTube_editorial_reach_daily,soundcharts,3029
Q1_2025,Playlist_YouTube_reach_daily,soundcharts,3029
Q1_2025,Playlist_count_daily,soundcharts,8633
Q1_2025,Playlist_editorial_count_daily,soundcharts,8633
Q1_2025,Playlist_editorial_reach_daily,soundcharts,8633
Q1_2025,Playlist_reach_daily,soundcharts,8633
Q1_2025,Radio_spins_daily_NG,soundcharts,17069
Q1_2025,Soundcharts_fanbase_score_daily,soundcharts,17865
Q1_2025,Soundcharts_score_daily,soundcharts,17865
Q1_2025,Soundcharts_trending_score_daily,soundcharts,17865
Q1_2025,Soundcloud_followers_daily,chartmetric,3828
Q1_2025,Soundcloud_followers_daily,soundcharts,5349
Q1_2025,Spotify_domestic_listeners_daily,soundcharts,7963
Q1_2025,Spotify_followers_daily,chartmetric,11430
Q1_2025,Spotify_followers_daily,soundcharts,24200
Q1_2025,Spotify_monthly_listeners_daily,chartmetric,11430
Q1_2025,Spotify_monthly_listeners_daily,soundcharts,46065
Q1_2025,Spotify_popularity_daily,chartmetric,9476
Q1_2025,Spotify_popularity_daily,soundcharts,47737
Q1_2025,Spotify_total_listeners_daily,soundcharts,8558
Q1_2025,TikTok_domestic_followers_daily,soundcharts,376
Q1_2025,TikTok_followers_daily,chartmetric,7470
Q1_2025,TikTok_followers_daily,soundcharts,13548
Q1_2025,TikTok_likes_daily,chartmetric,7469
Q1_2025,TikTok_likes_daily,soundcharts,13530
Q1_2025,TikTok_total_followers_daily,soundcharts,384
Q1_2025,Twitter_followers_daily,chartmetric,5627
Q1_2025,Twitter_followers_daily,soundcharts,12863
Q1_2025,Wikipedia_views_daily,chartmetric,8975
Q1_2025,YouTube_artist_daily_views,chartmetric,2605
Q1_2025,YouTube_artist_monthly_views,chartmetric,2605
Q1_2025,YouTube_channel_views_daily,chartmetric,10170
Q1_2025,YouTube_channel_views_daily,soundcharts,19100
Q1_2025,YouTube_domestic_followers_daily,soundcharts,421
Q1_2025,YouTube_domestic_listeners_daily,soundcharts,9667
Q1_2025,YouTube_listeners_daily,soundcharts,10552
Q1_2025,YouTube_subscribers_daily,chartmetric,9990
Q1_2025,YouTube_subscribers_daily,soundcharts,19245
Q1_2025,YouTube_total_followers_daily,soundcharts,451
Q1_2025,YouTube_total_listeners_daily,soundcharts,10471
Q1_2026,Amazon_Music_followers_daily,soundcharts,7643
Q1_2026,Audiomack_followers_daily,soundcharts,19703
Q1_2026,Audiomack_listeners_daily,soundcharts,30179
Q1_2026,Bandsintown_followers_daily,chartmetric,3
Q1_2026,Bandsintown_followers_daily,soundcharts,7540
Q1_2026,Boomplay_followers_daily,soundcharts,9271
Q1_2026,Deezer_fans_daily,chartmetric,7117
Q1_2026,Deezer_fans_daily,soundcharts,14707
Q1_2026,Facebook_followers_daily,chartmetric,1935
Q1_2026,Facebook_followers_daily,soundcharts,15098
Q1_2026,Facebook_likes_daily,chartmetric,1935
Q1_2026,Facebook_talks_daily,chartmetric,1935
Q1_2026,Genius_followers_daily,soundcharts,1886
Q1_2026,Instagram_domestic_followers_daily,soundcharts,629
Q1_2026,Instagram_followers_daily,chartmetric,8414
Q1_2026,Instagram_followers_daily,soundcharts,23338
Q1_2026,Instagram_total_followers_daily,soundcharts,645
Q1_2026,Playlist_Amazon_Music_count_daily,soundcharts,3321
Q1_2026,Playlist_Amazon_Music_editorial_count_daily,soundcharts,3321
Q1_2026,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,3321
Q1_2026,Playlist_Amazon_Music_reach_daily,soundcharts,3321
Q1_2026,Playlist_Apple_Music_count_daily,soundcharts,7208
Q1_2026,Playlist_Apple_Music_editorial_count_daily,soundcharts,7208
Q1_2026,Playlist_Apple_Music_editorial_reach_daily,soundcharts,7208
Q1_2026,Playlist_Apple_Music_reach_daily,soundcharts,7208
Q1_2026,Playlist_Deezer_count_daily,soundcharts,4785
Q1_2026,Playlist_Deezer_editorial_count_daily,soundcharts,4785
Q1_2026,Playlist_Deezer_editorial_reach_daily,soundcharts,4785
Q1_2026,Playlist_Deezer_reach_daily,soundcharts,4785
Q1_2026,Playlist_YouTube_count_daily,soundcharts,3484
Q1_2026,Playlist_YouTube_editorial_count_daily,soundcharts,3484
Q1_2026,Playlist_YouTube_editorial_reach_daily,soundcharts,3484
Q1_2026,Playlist_YouTube_reach_daily,soundcharts,3484
Q1_2026,Playlist_count_daily,soundcharts,10095
Q1_2026,Playlist_editorial_count_daily,soundcharts,10095
Q1_2026,Playlist_editorial_reach_daily,soundcharts,10095
Q1_2026,Playlist_reach_daily,soundcharts,10095
Q1_2026,Radio_spins_daily_NG,soundcharts,19578
Q1_2026,Soundcharts_fanbase_score_daily,soundcharts,18536
Q1_2026,Soundcharts_score_daily,soundcharts,18536
Q1_2026,Soundcharts_trending_score_daily,soundcharts,18536
Q1_2026,Soundcloud_followers_daily,chartmetric,7994
Q1_2026,Soundcloud_followers_daily,soundcharts,8205
Q1_2026,Spotify_domestic_listeners_daily,soundcharts,8195
Q1_2026,Spotify_followers_daily,chartmetric,11250
Q1_2026,Spotify_followers_daily,soundcharts,27468
Q1_2026,Spotify_monthly_listeners_daily,chartmetric,11250
Q1_2026,Spotify_monthly_listeners_daily,soundcharts,32510
Q1_2026,Spotify_popularity_daily,chartmetric,7973
Q1_2026,Spotify_popularity_daily,soundcharts,50164
Q1_2026,Spotify_total_listeners_daily,soundcharts,8673
Q1_2026,TikTok_domestic_followers_daily,soundcharts,455
Q1_2026,TikTok_followers_daily,chartmetric,7455
Q1_2026,TikTok_followers_daily,soundcharts,16768
Q1_2026,TikTok_likes_daily,chartmetric,7455
Q1_2026,TikTok_likes_daily,soundcharts,16767
Q1_2026,TikTok_total_followers_daily,soundcharts,467
Q1_2026,Twitter_followers_daily,chartmetric,6017
Q1_2026,Twitter_followers_daily,soundcharts,14825
Q1_2026,Wikipedia_views_daily,chartmetric,7734
Q1_2026,YouTube_artist_daily_views,chartmetric,3200
Q1_2026,YouTube_artist_monthly_views,chartmetric,1783
Q1_2026,YouTube_channel_views_daily,chartmetric,10346
Q1_2026,YouTube_channel_views_daily,soundcharts,19933
Q1_2026,YouTube_domestic_followers_daily,soundcharts,488
Q1_2026,YouTube_domestic_listeners_daily,soundcharts,16118
Q1_2026,YouTube_listeners_daily,soundcharts,17785
Q1_2026,YouTube_subscribers_daily,chartmetric,10166
Q1_2026,YouTube_subscribers_daily,soundcharts,20192
Q1_2026,YouTube_total_followers_daily,soundcharts,517
Q1_2026,YouTube_total_listeners_daily,soundcharts,17263
Q2_2019,Deezer_fans_daily,soundcharts,24792
Q2_2019,Facebook_followers_daily,soundcharts,11016
Q2_2019,Instagram_followers_daily,soundcharts,12168
Q2_2019,Playlist_Apple_Music_count_daily,soundcharts,1857
Q2_2019,Playlist_Apple_Music_editorial_count_daily,soundcharts,1857
Q2_2019,Playlist_Apple_Music_editorial_reach_daily,soundcharts,1857
Q2_2019,Playlist_Apple_Music_reach_daily,soundcharts,1857
Q2_2019,Playlist_Deezer_count_daily,soundcharts,1856
Q2_2019,Playlist_Deezer_editorial_count_daily,soundcharts,1856
Q2_2019,Playlist_Deezer_editorial_reach_daily,soundcharts,1856
Q2_2019,Playlist_Deezer_reach_daily,soundcharts,1856
Q2_2019,Playlist_count_daily,soundcharts,5190
Q2_2019,Playlist_editorial_count_daily,soundcharts,5190
Q2_2019,Playlist_editorial_reach_daily,soundcharts,5190
Q2_2019,Playlist_reach_daily,soundcharts,5190
Q2_2019,Radio_spins_daily_NG,soundcharts,10709
Q2_2019,Soundcloud_followers_daily,soundcharts,9508
Q2_2019,Spotify_followers_daily,soundcharts,35179
Q2_2019,Spotify_monthly_listeners_daily,soundcharts,2789
Q2_2019,Spotify_total_listeners_daily,soundcharts,2788
Q2_2019,Twitter_followers_daily,soundcharts,13084
Q2_2019,YouTube_domestic_listeners_daily,soundcharts,1973
Q2_2019,YouTube_listeners_daily,soundcharts,2237
Q2_2019,YouTube_subscribers_daily,soundcharts,7824
Q2_2019,YouTube_total_listeners_daily,soundcharts,2237
Q2_2020,Deezer_fans_daily,soundcharts,35162
Q2_2020,Facebook_followers_daily,soundcharts,14073
Q2_2020,Instagram_domestic_followers_daily,soundcharts,72
Q2_2020,Instagram_followers_daily,soundcharts,13783
Q2_2020,Instagram_total_followers_daily,soundcharts,78
Q2_2020,Playlist_Apple_Music_count_daily,soundcharts,2542
Q2_2020,Playlist_Apple_Music_editorial_count_daily,soundcharts,2542
Q2_2020,Playlist_Apple_Music_editorial_reach_daily,soundcharts,2542
Q2_2020,Playlist_Apple_Music_reach_daily,soundcharts,2542
Q2_2020,Playlist_Deezer_count_daily,soundcharts,2511
Q2_2020,Playlist_Deezer_editorial_count_daily,soundcharts,2511
Q2_2020,Playlist_Deezer_editorial_reach_daily,soundcharts,2511
Q2_2020,Playlist_Deezer_reach_daily,soundcharts,2511
Q2_2020,Playlist_count_daily,soundcharts,5834
Q2_2020,Playlist_editorial_count_daily,soundcharts,5834
Q2_2020,Playlist_editorial_reach_daily,soundcharts,5834
Q2_2020,Playlist_reach_daily,soundcharts,5834
Q2_2020,Radio_spins_daily_NG,soundcharts,12020
Q2_2020,Soundcloud_followers_daily,soundcharts,10682
Q2_2020,Spotify_followers_daily,soundcharts,44508
Q2_2020,Spotify_monthly_listeners_daily,soundcharts,11742
Q2_2020,Spotify_popularity_daily,soundcharts,506
Q2_2020,Spotify_total_listeners_daily,soundcharts,11601
Q2_2020,Twitter_followers_daily,soundcharts,15856
Q2_2020,YouTube_domestic_listeners_daily,soundcharts,2759
Q2_2020,YouTube_listeners_daily,soundcharts,3232
Q2_2020,YouTube_subscribers_daily,soundcharts,8332
Q2_2020,YouTube_total_listeners_daily,soundcharts,3201
Q2_2021,Deezer_fans_daily,soundcharts,48308
Q2_2021,Facebook_followers_daily,soundcharts,13686
Q2_2021,Instagram_domestic_followers_daily,soundcharts,197
Q2_2021,Instagram_followers_daily,soundcharts,15418
Q2_2021,Instagram_total_followers_daily,soundcharts,205
Q2_2021,Playlist_Amazon_Music_count_daily,soundcharts,1244
Q2_2021,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1244
Q2_2021,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1244
Q2_2021,Playlist_Amazon_Music_reach_daily,soundcharts,1244
Q2_2021,Playlist_Apple_Music_count_daily,soundcharts,3030
Q2_2021,Playlist_Apple_Music_editorial_count_daily,soundcharts,3030
Q2_2021,Playlist_Apple_Music_editorial_reach_daily,soundcharts,3030
Q2_2021,Playlist_Apple_Music_reach_daily,soundcharts,3030
Q2_2021,Playlist_Deezer_count_daily,soundcharts,2732
Q2_2021,Playlist_Deezer_editorial_count_daily,soundcharts,2732
Q2_2021,Playlist_Deezer_editorial_reach_daily,soundcharts,2732
Q2_2021,Playlist_Deezer_reach_daily,soundcharts,2732
Q2_2021,Playlist_YouTube_count_daily,soundcharts,1098
Q2_2021,Playlist_YouTube_editorial_count_daily,soundcharts,1098
Q2_2021,Playlist_YouTube_editorial_reach_daily,soundcharts,1098
Q2_2021,Playlist_YouTube_reach_daily,soundcharts,1098
Q2_2021,Playlist_count_daily,soundcharts,6406
Q2_2021,Playlist_editorial_count_daily,soundcharts,6406
Q2_2021,Playlist_editorial_reach_daily,soundcharts,6406
Q2_2021,Playlist_reach_daily,soundcharts,6406
Q2_2021,Radio_spins_daily_NG,soundcharts,14383
Q2_2021,Soundcloud_followers_daily,soundcharts,14287
Q2_2021,Spotify_domestic_listeners_daily,soundcharts,6659
Q2_2021,Spotify_followers_daily,soundcharts,51378
